t,x,y,z,vx,vy,vz,wx,wy,wz,event
0.022900,-0.971597,0.000000,0.292680,14.996680,0.000000,-0.800140,0.000000,36.325878,0.000000,0
0.023000,-0.970098,0.000000,0.292600,14.994232,0.000000,-0.801032,0.000000,36.325878,0.000000,0
0.023100,-0.968598,0.000000,0.292520,14.991786,0.000000,-0.801924,0.000000,36.325878,0.000000,0
0.023200,-0.967099,0.000000,0.292440,14.989341,0.000000,-0.802816,0.000000,36.325878,0.000000,0
0.023300,-0.965600,0.000000,0.292359,14.986896,0.000000,-0.803708,0.000000,36.325878,0.000000,0
0.023400,-0.964102,0.000000,0.292279,14.984452,0.000000,-0.804600,0.000000,36.325878,0.000000,0
0.023500,-0.962603,0.000000,0.292199,14.982009,0.000000,-0.805492,0.000000,36.325878,0.000000,0
0.023600,-0.961105,0.000000,0.292118,14.979566,0.000000,-0.806383,0.000000,36.325878,0.000000,0
0.023700,-0.959608,0.000000,0.292037,14.977125,0.000000,-0.807275,0.000000,36.325878,0.000000,0
0.023800,-0.958110,0.000000,0.291956,14.974684,0.000000,-0.808166,0.000000,36.325878,0.000000,0
0.023900,-0.956613,0.000000,0.291876,14.972244,0.000000,-0.809057,0.000000,36.325878,0.000000,0
0.024000,-0.955116,0.000000,0.291795,14.969804,0.000000,-0.809948,0.000000,36.325878,0.000000,0
0.024100,-0.953619,0.000000,0.291714,14.967366,0.000000,-0.810839,0.000000,36.325878,0.000000,0
0.024200,-0.952122,0.000000,0.291632,14.964928,0.000000,-0.811730,0.000000,36.325878,0.000000,0
0.024300,-0.950626,0.000000,0.291551,14.962491,0.000000,-0.812620,0.000000,36.325878,0.000000,0
0.024400,-0.949130,0.000000,0.291470,14.960055,0.000000,-0.813511,0.000000,36.325878,0.000000,0
0.024500,-0.947634,0.000000,0.291389,14.957620,0.000000,-0.814401,0.000000,36.325878,0.000000,0
0.024600,-0.946138,0.000000,0.291307,14.955185,0.000000,-0.815291,0.000000,36.325878,0.000000,0
0.024700,-0.944643,0.000000,0.291226,14.952751,0.000000,-0.816181,0.000000,36.325878,0.000000,0
0.024800,-0.943147,0.000000,0.291144,14.950318,0.000000,-0.817071,0.000000,36.325878,0.000000,0
0.024900,-0.941653,0.000000,0.291062,14.947886,0.000000,-0.817961,0.000000,36.325878,0.000000,0
0.025000,-0.940158,0.000000,0.290980,14.945454,0.000000,-0.818851,0.000000,36.325878,0.000000,0
0.025100,-0.938663,0.000000,0.290898,14.943024,0.000000,-0.819740,0.000000,36.325878,0.000000,0
0.025200,-0.937169,0.000000,0.290816,14.940594,0.000000,-0.820630,0.000000,36.325878,0.000000,0
